EER90453	GO:0005739	GO:0098542	GO:0046658	GO:0009506	GO:0003674																																															
EER93047	GO:0005096	GO:0005739	GO:0090630																																																	
OQU90570	GO:0005739	GO:0042626	GO:0140359	GO:0000302	GO:0005886	GO:0042908																																														
EER90454	GO:0009407	GO:0006749	GO:0004364	GO:0005737	GO:0009536	GO:0005777																																														
EER93049	GO:0003674	GO:1901701	GO:0005737	GO:0009536	GO:0009941																																															
EER93051	GO:0005739	GO:0009451	GO:0003723	GO:0043231	GO:0008270																																															
EER90457	GO:0003674	GO:0009507	GO:0009416																																																	
OQU90580	GO:0003674	GO:0005634	GO:0005886	GO:0040007	GO:0010629	GO:0008104	GO:0010243	GO:0048507																																												
KXG37070	GO:0006974	GO:0009909	GO:0071217	GO:0009944	GO:1902066	GO:2000024	GO:0010044	GO:0009793	GO:0048359	GO:0005515	GO:0009620	GO:0005634	GO:0006979	GO:0009733	GO:0045893	GO:0048358	GO:0045892	GO:0009617	GO:0047484	GO:0001666	GO:0009414	GO:0006355	GO:0010272	GO:0080001	GO:0045995	GO:1901001	GO:0046898	GO:0009908	GO:0009827	GO:0010192	GO:1902183	GO:0003714	GO:0010393	GO:1902074	GO:0009624	GO:0009611	GO:0003713	GO:0010073														
KXG30969	GO:0017196	GO:0006474	GO:0004402	GO:0004596	GO:0005634	GO:0043966	GO:0000139	GO:0016020	GO:0043967	GO:0005737	GO:0006473																																									
EES05688	GO:0042626	GO:0005829	GO:0055085	GO:0140359	GO:0009507	GO:0016021																																														
EES05689	GO:0008610	GO:0044255																																																		
EES07420	GO:0007131	GO:0005875	GO:0005634	GO:0009536																																																
OQU85579	GO:0016579	GO:0006511	GO:0004843	GO:0004197	GO:0005829	GO:0005634																																														
EES05690	GO:0008150	GO:0003674	GO:0005737																																																	
EES07422	GO:0009611	GO:0009755	GO:1901701	GO:0009753	GO:0003674	GO:0005634	GO:0098542																																													
KXG30975	GO:0009611	GO:0009642	GO:0005634	GO:1901698	GO:0005515	GO:0009416																																														
EES05692	GO:0016567	GO:0009507	GO:0003674																																																	
EES07423	GO:0005515	GO:0000981	GO:0005634	GO:0000978	GO:0003700	GO:0006357	GO:0046983																																													
EES07424	GO:0005829	GO:0006526	GO:0006592	GO:0008777	GO:0009507																																															
EES07425	GO:0005886	GO:0016192	GO:0031410	GO:0006886	GO:0030131	GO:0009536	GO:0006897																																													
EES07426	GO:0061630	GO:0005737	GO:0004842	GO:0002679	GO:0009414	GO:0016567	GO:0006952	GO:0051865	GO:0005829																																											
EES07427	GO:0006355	GO:0005543	GO:0017018	GO:0010074	GO:0006470	GO:0018345	GO:0009826	GO:0018377	GO:0009507	GO:0005886	GO:0009933																																									
KXG30977	GO:1902600	GO:0055075	GO:0005886	GO:0015386	GO:0015706	GO:0010167	GO:0010150	GO:0005634	GO:0015112																																											
OQU85588	GO:0048441	GO:0016514	GO:0000812	GO:0005634	GO:0003678	GO:0009910	GO:0048451	GO:0046686	GO:0016887	GO:0009505	GO:0005515	GO:0043486	GO:0042742	GO:0042393																																						
KXG30983	GO:0008097	GO:0006412	GO:0003735	GO:0009507	GO:0003729																																															
OQU85594	GO:0009506	GO:0006429	GO:0004823	GO:0002161	GO:0009507	GO:0005737																																														
OQU85596	GO:0016020	GO:0009624	GO:0005737	GO:0006863	GO:0005345	GO:0015211																																														
EES05704	GO:0005739	GO:0022607	GO:0016255	GO:0048193	GO:0009664	GO:0006486	GO:0034394	GO:0016049	GO:0000904	GO:0048831	GO:0042765	GO:0006996																																								
KXG30986	GO:0016567	GO:0005634	GO:0004842	GO:0031625																																																
OQU85598	GO:0006490	GO:0006487	GO:0005789	GO:0042283																																																
OQU85600	GO:0042545	GO:0045490	GO:0005576	GO:0052689	GO:0030599																																															
OQU85603	GO:0006886	GO:0005794	GO:0005525	GO:0006499	GO:0016192	GO:0003924	GO:0005737																																													
OQU85610	GO:0033692	GO:0044283	GO:0071669	GO:1901615	GO:0004842	GO:0042546	GO:0010383	GO:0005634	GO:0009416																																											
KXG30991	GO:0042594	GO:0009749	GO:0019900	GO:0005634	GO:0009744	GO:1905582																																														
EES05711	GO:0042594	GO:0009749	GO:0019900	GO:0005634	GO:0009744	GO:1905582																																														
EES05712	GO:0019900	GO:0005737	GO:0005634	GO:0005829	GO:0042594																																															
KXG30992	GO:0042594	GO:0009749	GO:0019900	GO:0005634	GO:0009744	GO:1905582																																														
EES05714	GO:0005739	GO:0003674	GO:0005634	GO:0005737	GO:0005829	GO:0008150	GO:0009536																																													
OQU85613	GO:0051276	GO:0003674	GO:0031324	GO:0009507	GO:0044085	GO:0043412																																														
EES05717	GO:0009968	GO:0006520	GO:0044248	GO:0009873	GO:1901565	GO:0009642	GO:0016567																																													
OQU85618	GO:0018105	GO:0005886	GO:0009931	GO:0005516	GO:0005509	GO:0046777	GO:0016020	GO:0004683	GO:0005634	GO:0005829	GO:0035556	GO:0005737																																								
KXG30998	GO:0097305	GO:0005739	GO:0042742	GO:0033993	GO:0031347	GO:0009753	GO:0006979	GO:0050832	GO:0010200	GO:0002376	GO:0009611	GO:0017018																																								
EES05718	GO:0007623	GO:0009909	GO:0005515	GO:0006355	GO:0009845	GO:0005634	GO:0003700																																													
OQU85620	GO:0005794	GO:0009733	GO:0048589	GO:0005773																																																
OQU85622	GO:0003674	GO:0005575	GO:0032259	GO:0006996																																																
OQU85624	GO:0005634	GO:0016571	GO:0018193	GO:0006281	GO:0046982	GO:0000325	GO:0009507	GO:0005576	GO:0005886	GO:0009506																																										
EES05720	GO:0046688	GO:2000028	GO:0010043	GO:0005515	GO:0009416	GO:0046686	GO:0005634	GO:2000070	GO:0010114	GO:0006979	GO:0016607	GO:0010218	GO:0009611																																							
EES07443	GO:0006999	GO:0030674	GO:0070762	GO:0009507	GO:0009892	GO:0009790	GO:0048316																																													
EES05721	GO:0004386	GO:0005634	GO:0003723																																																	
OQU85625	GO:0051923	GO:0009753	GO:0005737	GO:0102055	GO:0009694	GO:0009507	GO:0008146	GO:0080131	GO:0102056																																											
EES07444	GO:0005634	GO:0009941	GO:0009536	GO:0005783	GO:0008150																																															
KXG31003	GO:0046786	GO:0005739	GO:0009705																																																	
OQU85626	GO:0003674	GO:0005634	GO:0008150	GO:0005886																																																
EES07445	GO:0048366	GO:0009908	GO:0005634	GO:1901371	GO:0048480	GO:0005515	GO:0006355	GO:0003700																																												
EES05724	GO:0005829	GO:0042719	GO:0005758	GO:0005739	GO:0045039	GO:0005507	GO:0005634	GO:0009507																																												
EES05725	GO:0005515	GO:0009957	GO:0009723	GO:0005737	GO:0010026	GO:0005634	GO:0032880	GO:0003677	GO:0009733	GO:0045165																																										
EES05726	GO:0061630	GO:0005737	GO:0016567																																																	
EES07448	GO:0045944	GO:0006357	GO:0048437	GO:0010228	GO:0003700	GO:0005515	GO:0046983	GO:0000978	GO:0009911	GO:0005634	GO:0000976	GO:0000981																																								
EES05727	GO:0006355	GO:0005737	GO:0005634	GO:0003700	GO:0043565																																															
KXG31006	GO:0009507	GO:0006468	GO:0004674	GO:0071219	GO:0045087	GO:0071323	GO:0016301	GO:0005886	GO:0008061																																											
EES05728	GO:0061630	GO:0005737	GO:0016567																																																	
EES05729	GO:0005794	GO:0008375	GO:0019760	GO:0016757	GO:0032787	GO:0009414	GO:0051301	GO:0009812																																												
KXG31007	GO:0009507	GO:0009941	GO:0034599	GO:0005886	GO:0005743	GO:0005739	GO:0008381																																													
EES05730	GO:0005515	GO:0009737	GO:0010344	GO:0009793	GO:0005811	GO:0019915																																														
KXG31009	GO:0003700	GO:0042752	GO:0005634																																																	
OQU85630	GO:0009570	GO:0009507	GO:0008685	GO:0015995	GO:0019288	GO:0016117																																														
EES07451	GO:0004519	GO:0016556	GO:0009507	GO:0008270	GO:0003729																																															
EES07452	GO:0005783	GO:0004175	GO:0080120	GO:0009507	GO:0030176	GO:0004222	GO:0044267	GO:0071586	GO:0005773	GO:0005829																																										
OQU85631	GO:0003677	GO:0045892	GO:0005634																																																	
EES07454	GO:0009531	GO:0007165	GO:0009664	GO:0005737	GO:0005886	GO:0005515																																														
EES07456	GO:0019305	GO:0010253	GO:0005886	GO:0016616	GO:0010489	GO:0008830	GO:0009506	GO:0008831	GO:0009507	GO:0010490																																										
OQU85636	GO:0050660	GO:1905392	GO:0005576	GO:0016614																																																
EES07458	GO:0009705	GO:0006810	GO:0000325	GO:1905011	GO:0005886	GO:0015114	GO:0055085	GO:0006817	GO:0055062	GO:0005794	GO:0005774	GO:0016020	GO:0022857	GO:0005634	GO:0005773																																					
EES07459	GO:0050793	GO:0030515	GO:0005634	GO:0032040																																																
OQU85640	GO:0048364	GO:0009507	GO:0009536	GO:0009639	GO:0019748	GO:0003674																																														
OQU85641	GO:0005515	GO:0009409	GO:0045893	GO:0009631	GO:0009414	GO:0005634	GO:0003677	GO:0003700																																												
KXG31013	GO:0000976	GO:0006355	GO:0019760	GO:0050832	GO:0003700	GO:0005634																																														
KXG31014	GO:0030154	GO:0010015	GO:0090558	GO:0006778	GO:0009888	GO:0042742	GO:0019748	GO:0016567																																												
EES07463	GO:0002376	GO:0019752	GO:0016020	GO:0032870	GO:0009751	GO:0042742	GO:1990961	GO:0050832	GO:0015297	GO:0031347	GO:0022857	GO:1901698	GO:0042910	GO:0005886	GO:0019748																																					
EES07464	GO:0045017	GO:0005886	GO:0071617	GO:0030258	GO:0019375	GO:0008654	GO:0019432	GO:0016020	GO:0016746	GO:0005576	GO:0005783	GO:0047184																																								
KXG31015	GO:0005634	GO:0016567	GO:0005515	GO:0030246	GO:0009611																																															
EES05735	GO:1901575	GO:0005794	GO:0003674	GO:0005802	GO:0005737	GO:0071310	GO:0005829	GO:0005768	GO:0009642																																											
EES05736	GO:0007275	GO:0016705	GO:0016132	GO:0016125	GO:0004497	GO:0016491	GO:0020037	GO:0005739	GO:0005506	GO:0009507	GO:0010268																																									
KXG31018	GO:0009507	GO:0016567	GO:0005634	GO:0004842																																																
KXG31020	GO:0006355	GO:0005634	GO:0003700																																																	
KXG31021	GO:0010150	GO:1900060	GO:0005789	GO:0030148	GO:0005783	GO:0090156	GO:0005515	GO:0042742	GO:0006672	GO:0005739	GO:0035339	GO:0034976	GO:0006979																																							
EES07467	GO:0048364	GO:0042803	GO:0006355	GO:0010078	GO:0010089	GO:0003700	GO:0045893	GO:0010479	GO:0005634																																											
EES05741	GO:0008150	GO:0009705	GO:0003674																																																	
EES05742	GO:0006468	GO:0004674	GO:0005737	GO:0005634	GO:0004672	GO:0005524	GO:0035556																																													
KXG31022	GO:0042779	GO:0006355	GO:0005634	GO:0006386	GO:0003899	GO:0008270	GO:0005666	GO:0003676	GO:0005737																																											
EES07469	GO:0009793	GO:0005634	GO:0080009	GO:0001510	GO:0001734	GO:0005515	GO:0016607	GO:0008168	GO:0036396	GO:0009507																																										
EES05743	GO:0008320	GO:0030150	GO:0005739	GO:0031305	GO:0005744																																															
KXG31023	GO:0006400	GO:0048316	GO:0003723	GO:0005634	GO:0010629																																															
KXG31025	GO:0003700	GO:0006355	GO:0005634																																																	
KXG31028	GO:0003700	GO:0045893	GO:0005634	GO:0005515	GO:0048364	GO:0008356	GO:0043565																																													
EES07470	GO:0006355	GO:0005515	GO:0005634	GO:0000976	GO:0046983	GO:0003700																																														
EES07473	GO:0003333	GO:0015804	GO:0005774	GO:0015171	GO:0015175	GO:0005737																																														
OQU85654	GO:0005634	GO:0003677	GO:0003682	GO:0030527	GO:0003700	GO:0000785																																														
EES05745	GO:0006468	GO:0005634	GO:0004674	GO:0009414	GO:0005886	GO:0009738	GO:0009611																																													
EES07474	GO:0006412	GO:0019843	GO:0003735	GO:0009507																																																
OQU85656	GO:0071310	GO:0005634	GO:1901701	GO:0003674																																																
OQU85665	GO:0018230	GO:0019706	GO:0005794	GO:0000325	GO:0099402	GO:0009651	GO:0009705	GO:0006612	GO:0005783																																											
KXG31040	GO:0009611	GO:0009536	GO:0048589	GO:0010015	GO:0030154	GO:0009416	GO:0009507	GO:0016298	GO:0009888																																											
KXG31041	GO:0099503	GO:0009627	GO:0016788	GO:0005576	GO:0005634	GO:0048046	GO:0005783																																													
EES05749	GO:0005737	GO:0032870	GO:0009414	GO:0033993	GO:0009892	GO:0043436	GO:0003674	GO:0097305	GO:0050832	GO:0009651	GO:0007165																																									
KXG31043	GO:0009982	GO:0048523	GO:0048316	GO:0005634	GO:0003723																																															
KXG31044	GO:0009505	GO:0005576	GO:0004252																																																	
KXG31045	GO:0009507	GO:0004161	GO:0005515	GO:0043693	GO:0042651	GO:0004659																																														
EES07479	GO:0055085	GO:0005886	GO:0050793	GO:0044248	GO:0019752	GO:0005634	GO:1901565	GO:0008381	GO:0009639	GO:0009642	GO:0006820																																									
OQU85667	GO:0022607	GO:1901135	GO:0005515	GO:0090558	GO:0005886	GO:0010410	GO:0009888	GO:0005802	GO:0030154	GO:0048589	GO:0044281	GO:0009832	GO:0008017	GO:0003674	GO:0071554	GO:0009507																																				
OQU85671	GO:0055085	GO:0005575	GO:0022857																																																	
EES05755	GO:0009867	GO:0019752	GO:0005575	GO:0098542	GO:0009611	GO:0003674																																														
EES05756	GO:0005773	GO:0006624	GO:0005783	GO:0003674																																																
OQU85672	GO:0014070	GO:0002682	GO:0009751	GO:0042742	GO:0002376	GO:0005886	GO:0004672	GO:0009507	GO:0071407	GO:0071310	GO:0050832	GO:0016301	GO:0006468	GO:1901701	GO:0002237	GO:0007165	GO:0031347	GO:0006955																																		
KXG31048	GO:0005886	GO:0009526	GO:0009507	GO:0043100	GO:0055085	GO:0015851	GO:0015205																																													
OQU85673	GO:0020037	GO:0005515	GO:0006631	GO:0005506	GO:0070330	GO:0018685	GO:0005576																																													
EES05759	GO:0005938	GO:0010103	GO:0009793	GO:0006468	GO:0005515	GO:0010098	GO:0010229	GO:0004709	GO:0005737	GO:0005886																																										
EES07484	GO:0009414	GO:0005515	GO:0015250	GO:0005886	GO:0055085	GO:0006833	GO:0009506	GO:0005829																																												
OQU85674	GO:0042742	GO:0010228	GO:0005634	GO:0006468	GO:0005829	GO:0031324	GO:1901701	GO:0007165	GO:0009620	GO:0004842	GO:0009908	GO:0014070	GO:0016567																																							
OQU85676	GO:0042742	GO:0010228	GO:0005634	GO:0006468	GO:0005829	GO:0031324	GO:1901701	GO:0007165	GO:0009620	GO:0004842	GO:0009908	GO:0014070	GO:0016567																																							
